Future Close (AAPL),Year,Month,Day,Open (AAPL),High (AAPL),Low (AAPL),Close (AAPL),Volume (AAPL),Open  (VGT),High (VGT),Low (VGT),Close (VGT),Volume (VGT),Open (IYW),High (IYW),Low (IYW),Close (IYW),Volume (IYW),Open (SPY),High (SPY),Low (SPY),Close (SPY),Volume (SPY),Open (AMZN),High (AMZN),Low (AMZN),Close (AMZN),Volume (AMZN),Open (MSFT),High (MSFT),Low (MSFT),Close (MSFT),Volume (MSFT),Open (GOOGL),High (GOOGL),Low (GOOGL),Close (GOOGL),Volume (GOOGL),Open (ADI),High (ADI),Low (ADI),Close (ADI),Volume (ADI),Open (QCOM),High (QCOM),Low (QCOM),Close (QCOM),Volume (TXN),Open (TXN),High (TXN),Low (TXN),Close (TXN),Volume (TXN)
73.044,2014,1,21,71.639,72.854,71.577,72.723,88608305,73.044,86.455,86.073,86.342,292845,85.601,85.82,85.427,85.667,155190,171.14,171.21,170.59,170.96,65881446,402.81,407.8,401.6,407.05,3122240,33.337,33.382,32.693,32.794,34828404,580.48,582,575.65,581.85,3961868,44.825,45.359,44.763,45.233,2462389,66.687,67.197,66.565,67.098,9904229,39.154,39.587,39.083,39.515,8227521
73.663,2014,1,22,72.964,73.809,72.554,73.044,102612534,73.663,86.083,85.387,85.95,408936,85.229,85.388,84.787,85.368,307410,170.07,170.11,168.66,169.56,142722722,408,408.06,402,404.54,2068166,32.874,32.93,32.411,32.573,24218834,583.3,583.95,579.43,582.51,3145666,45.28,45.739,45.034,45.584,1834113,67.136,67.453,66.796,67.383,8170426,39.38,40.389,39.245,40.2,10899406
72.324,2014,1,23,72.837,73.705,72.157,73.663,108796944,72.324,85.692,84.137,84.137,520785,85.189,85.199,83.702,83.702,350554,168.44,168.5,165.89,165.93,224940198,401,406.17,397.79,399.87,3025785,32.718,32.756,32.204,32.693,48984068,579.96,581.24,577.18,580.05,3901870,45.449,45.53,44.644,44.718,2471229,67.136,67.491,66.834,67.463,9085046,39.759,40.146,39.606,39.731,9592509
72.911,2014,1,24,73.374,73.588,72.151,72.324,116677005,72.911,84.281,82.687,83.194,502999,83.808,83.954,82.493,82.964,246830,166.09,166.52,164.29,165.11,194704058,398.16,400.2,387.27,387.6,4507597,33.952,34.045,33.12,33.372,84978837,575.5,576.78,561.5,561.92,7845950,44.698,44.698,43.632,43.667,2973539,66.946,67.08,65.853,65.871,13507158,39.461,39.677,38.64,38.707,12130847
67.084,2014,1,27,72.907,73.48,72.283,72.911,153946079,67.084,82.992,82.344,82.914,631550,81.996,82.408,81.71,82.314,613270,165.23,166.31,165.21,166.1,118954318,390.5,394.1,380.49,386.28,3942642,33.427,33.446,32.621,32.667,49058006,563.05,563.25,541.14,550.62,8721648,43.74,44.091,43.539,43.641,2086483,65.809,66.12,64.683,65.09,14219015,38.707,38.993,38.343,38.425,8167426
66.323,2014,1,28,67.38,68.212,66.494,67.084,287513027,66.323,82.813,81.924,82.143,361360,81.767,82.198,81.354,81.593,413026,164.71,165.63,164.06,164.52,232949476,387.4,394.74,387.12,394.43,2896827,32.748,32.992,32.411,32.884,39955489,555.16,562.88,554.97,561.5,4430356,43.595,44.118,43.539,43.903,1963944,64.024,65.036,63.8,64.014,20455917,38.371,38.688,38.118,38.66,7053392
66.195,2014,1,29,66.758,67.197,66.038,66.323,135707442,66.195,83.669,82.887,83.395,506300,82.65,83.129,82.39,82.887,343077,165.9,166.8,165.35,166.26,128103098,392.16,392.85,383.24,384.2,3388959,32.621,33.437,32.547,33.236,58220459,559.56,560.88,549.71,553.46,4799042,43.73,44.263,43.531,43.683,2203276,63.488,64.094,63.117,63.239,18701424,38.612,38.795,38.332,38.477,9498346
66.301,2014,1,30,66.562,67.084,65.786,66.195,183051179,66.301,83.831,82.774,83.412,352918,82.543,83.55,82.456,83.309,817069,164.2,166.3,164.1,165.27,209817485,393.77,406.25,387.7,403.01,10794857,33.31,33.437,32.847,33.418,38711543,572.47,576.24,563.62,567.7,10264930,44.228,44.454,43.82,44.247,1530804,64.597,65.258,63.996,65.142,19953612,38.669,38.958,38.505,38.739,7386883
66.425,2014,1,31,65.593,66.425,65.368,66.301,125399329,66.425,83.708,81.426,81.599,464281,83.11,83.53,81.221,81.345,4120790,165.06,165.45,161.25,161.56,274516298,372.2,375.45,357.76,358.69,16173786,33.509,34.352,33.146,34.307,102778818,585.67,593.27,575.57,590.48,11137888,43.749,44.099,43.504,43.683,2129797,64.627,66.237,64.574,65.996,17342381,37.524,38.707,37.442,38.477,14128799
67.384,2014,2,3,66.57,67.246,66.129,66.425,108441037,67.384,82.277,81.552,81.973,578867,81.758,82.093,81.422,81.816,587026,162.27,163.1,161.5,162.71,177758102,358.94,360.85,340.1,346.15,10286809,34.243,34.443,33.029,33.074,70697771,589.6,590.86,566,566.72,9149058,43.65,43.76,42.662,42.772,3195761,65.507,65.756,64.849,65.195,17926347,38.396,38.568,37.551,37.66,13961166
67.889,2014,2,4,66.996,67.476,66.591,67.384,101619608,67.889,82.268,81.113,81.991,447290,81.527,82.168,80.961,81.826,747079,162.13,162.85,161.14,162.49,176571878,349.52,354,344.02,347.95,4819605,33.518,33.716,32.865,32.955,60337561,568.52,577.5,568.5,569.08,5629258,42.97,43.215,42.744,43.16,2578183,65.278,65.314,64.269,64.477,13164119,37.752,37.842,37.07,37.107,11603377
68.285,2014,2,5,67.088,68.246,67.05,67.889,88655086,68.285,83.05,82.192,83.02,465950,81.976,82.763,81.976,82.763,374457,162.87,164.65,162.54,164.65,143215811,345.79,349.37,337.73,346.45,4437777,32.902,33.065,32.458,32.476,61581793,572.23,575.38,564.01,571.6,4795568,42.835,43.45,42.772,43.306,2861197,64.137,64.607,64.05,64.353,11795797,36.825,37.326,36.598,37.18,10197779
69.24,2014,2,6,67.959,68.417,67.66,68.285,69118384,69.24,84.214,83.194,84.166,292585,83.27,83.991,83.034,83.973,236032,165.39,166.86,164.87,166.67,184082315,347.93,354.82,347.4,354.59,3340099,32.467,32.865,32.359,32.803,39013491,575.57,580.08,573.78,579.98,3894672,43.45,44.056,43.313,43.759,1986563,64.683,65.205,64.307,65.127,9197844,37.379,37.602,37.207,37.415,5217199
70.481,2014,2,7,69.43,69.674,68.935,69.24,100349532,70.481,84.491,84.137,84.481,635323,83.963,84.433,83.875,84.403,4793202,166.69,167.04,166.24,166.98,99262103,358.98,361.8,352.49,361.08,4346552,32.902,33.174,32.649,33.146,36775322,583.82,588.95,580.28,588.72,5374156,43.965,44.32,43.674,44.32,2016155,65.305,66.22,65.09,66.165,10127207,37.714,38.114,37.472,38.068,6653556
71.41,2014,2,10,69.021,70.882,69.017,70.481,92647341,71.41,85.539,84.652,85.329,835297,84.631,85.554,84.537,85.378,567716,167.1,169.23,167.01,168.81,126901877,361.61,365,359.35,360.87,3449710,33.2,33.364,32.902,33.364,29540188,585.9,591.2,584.51,586.46,3890950,44.137,44.625,44.118,44.546,1611845,65.978,66.449,65.703,66.414,8546504,38.068,38.449,38.015,38.44,5141692
71.405,2014,2,11,70.697,71.647,70.551,71.41,75715859,71.405,85.805,85.482,85.616,460905,85.554,85.782,85.466,85.601,194488,169.03,169.6,168.55,168.89,101878316,361.84,363.61,356.25,361.79,3224351,33.437,33.781,33.418,33.699,35470282,590.01,595.93,586.1,595.09,4103224,44.617,45.153,44.517,45.025,1360025,66.476,67.338,66.272,67.239,10052270,38.396,39.285,38.396,39.141,7886941
72.539,2014,2,12,71.541,71.89,71.049,71.405,82624900,72.539,86.445,85.072,86.407,513759,85.082,86.492,85.082,86.462,287775,167.77,169.93,167.76,169.76,108269393,356.43,357.75,346.32,349.25,6594798,33.863,34.088,33.817,33.971,29841690,594.5,595,590.69,593.34,3451056,45.213,45.422,44.997,45.153,1991724,67.278,68.156,67.278,67.953,12931411,39.241,39.421,39.032,39.294,5555159
72.481,2014,2,13,71.238,72.593,71.174,72.539,82460844,72.481,86.779,86.14,86.637,279819,86.358,86.865,86.251,86.692,152641,169.61,171.01,169.46,170.69,104018916,347.7,357.2,346.5,357.2,4180370,33.845,34.326,33.845,34.097,41522179,590.38,599.95,589.83,599.95,3673428,44.971,45.884,44.917,45.875,2347679,67.577,68.246,67.577,67.972,10174538,39.067,39.702,39.067,39.693,5541783
72.747,2014,2,14,72.279,72.745,72.11,72.481,73373818,72.747,87.132,86.54,86.97,529540,86.807,87.094,86.54,86.914,858661,170.86,171.14,170.35,170.91,86548912,359.34,359.34,353.35,357.35,3524262,33.899,34.253,33.845,34.106,47413423,597.8,602.2,596.4,601.4,4387980,45.652,46.147,45.498,45.947,2397422,67.597,67.953,67.421,67.828,9381611,39.548,39.875,39.386,39.803,5420718
71.599,2014,2,18,72.733,73.44,72.696,72.747,69951104,71.599,87.172,86.397,86.495,426275,86.807,87.064,86.358,86.472,565342,170.45,171.56,169.64,169.77,136364471,355.28,355.73,349.45,353.65,4999925,34.39,34.508,34.172,34.181,35947074,600.74,606.43,600,605.44,4218462,45.928,46.462,45.652,46.364,4350360,67.74,67.802,67.163,67.222,9958351,39.702,39.993,39.241,39.938,6421823
70.77,2014,2,19,72.58,72.865,71.194,71.599,84194209,70.77,87.009,86.111,86.894,256664,86.482,86.983,86.071,86.865,312496,169.99,171.17,169.39,170.77,113069151,352.64,354.54,346.1,347.38,4174567,33.998,34.482,33.989,34.263,32615129,602.65,604.61,598.75,601.17,4210608,46.925,47.404,46.529,46.672,4509369,67.02,67.57,66.786,67.374,9599565,39.748,40.065,39.631,39.865,5897565
69.983,2014,2,20,70.988,71.549,70.482,70.77,82022735,69.983,87.285,86.617,86.666,321458,87.19,87.249,86.54,86.54,227074,171.14,171.51,170.49,170.57,127323992,348.8,350.46,344.38,349.8,3495714,34.308,34.593,34.162,34.482,30137181,601.57,603.45,600.11,602.05,3402216,46.861,46.945,46.163,46.519,4133970,67.374,67.757,67.297,67.535,8090629,39.794,40.166,39.743,40.11,5918613
70.289,2014,2,21,70.962,71.225,69.896,69.983,74764289,70.289,87.523,86.666,87.132,573404,86.53,87.326,86.511,86.973,3523223,170.95,172.67,170.87,171.53,122867218,352.44,354.14,346.75,346.76,4211362,34.655,35.029,34.583,34.693,41697148,603.9,604.93,601.42,601.9,3724902,46.489,46.701,46.238,46.265,2176188,67.74,68.063,67.197,67.231,9829269,40.293,40.321,39.948,40.065,6247419
69.559,2014,2,24,69.701,70.606,69.608,70.289,77490655,69.559,87.275,86.666,86.913,320314,87.064,87.064,86.462,86.625,616788,171.64,172.15,170.9,171.47,126018764,345.19,353,343.29,351.78,3646518,34.428,34.683,34.29,34.428,35187761,602.68,610.08,602.55,606.26,3350292,46.418,46.71,46.112,46.121,2316353,67.55,67.57,67.039,67.071,10337263,40.128,40.683,40.102,40.339,5853320
68.931,2014,2,25,70.539,70.56,69.417,69.559,62349200,68.931,87.571,86.808,87.132,334749,86.856,87.268,86.511,86.817,307908,171.71,172.16,170.99,171.47,106099008,353,361.08,351.58,358.32,3745944,34.39,34.573,34.116,34.29,33786666,607.5,612.25,605.21,610,2887766,46.147,46.192,45.693,45.976,2442859,67.347,67.473,66.459,66.61,7871444,40.374,40.574,39.993,40.357,5861749
70.305,2014,2,26,69.87,69.951,68.699,68.931,74079480,70.305,87.837,87.066,87.781,237189,86.758,87.468,86.711,87.375,148628,171.23,172.41,171.02,172.36,101146092,360,364.75,357.17,359.8,3622445,34.328,34.473,33.97,34.227,44932432,612,614.44,606.88,610.08,3966630,46.13,46.824,46.088,46.349,1731962,66.824,67.136,66.6,66.736,6243378,40.382,40.783,40.374,40.503,4994086
70.115,2014,2,27,68.902,70.452,68.755,70.305,80967174,70.115,88.2,86.789,87.466,997774,87.287,87.833,86.482,87.18,319020,172.33,173.61,171.66,172.8,162547476,357.22,360.59,355.5,360.13,3104963,34.208,34.611,34.008,34.583,37117986,608.65,612.12,608.5,609.6,2520182,46.349,46.678,46.267,46.523,1530424,66.59,66.921,66.245,66.858,10644602,40.41,40.675,40.362,40.638,4786254
70.318,2014,2,28,70.493,70.981,69.567,70.115,99751584,70.318,86.999,86.054,86.818,407479,86.472,86.758,85.83,86.521,1389745,171.33,172.02,170.44,171.59,180652204,360.28,365.86,357.08,362.1,3884264,34.702,35.131,34.546,34.994,45121629,610.17,612.1,603.11,607.83,4628688,46.629,46.629,46.021,46.33,2348984,67.052,67.071,66.557,66.946,10629763,40.726,41.008,40.455,40.802,6361450
70.781,2014,3,3,69.683,70.703,69.659,70.318,64072608,70.781,88.419,87.817,88.25,722444,87.44,87.965,87.44,87.843,273763,173.23,174.36,173.23,174.01,183102094,358.73,360.96,354.48,359.78,2803137,34.636,34.83,34.244,34.508,32543748,603.13,603.92,596.07,601.34,4213574,46.012,46.293,45.792,46.113,1436678,66.564,66.678,65.249,65.779,12762483,40.548,40.783,40.246,40.455,5156484
70.931,2014,3,4,70.75,70.966,70.319,70.781,69522755,70.931,88.517,88.153,88.429,360987,87.995,88.169,87.795,87.995,234062,174.12,174.44,173.89,174.15,95248705,363.9,365.68,362.46,363.9,2706728,34.893,35.148,34.775,35.086,29408869,607.5,608,604.75,607.46,2941920,46.439,46.877,46.367,46.678,1807764,67.447,68.601,67.315,67.991,15142613,40.683,41.208,40.675,41.073,5639147
70.716,2014,3,5,70.738,71.25,70.5,70.931,53655882,70.716,88.659,88.23,88.372,245246,88.169,88.302,87.825,88.015,223880,174.57,174.95,174.18,174.54,88899168,364.13,372.73,363.9,372.37,3853966,34.94,34.958,34.646,34.811,22465061,607.5,611.54,605.71,609.13,2471864,46.732,46.749,46.367,46.713,1159911,68.243,68.754,67.706,68.492,7596276,40.11,41.376,40.065,41,5614177
70.674,2014,3,6,70.986,71.207,70.364,70.716,49737443,70.674,88.706,87.752,88.113,275636,88.255,88.321,87.268,87.602,112814,175.2,175.28,173.87,174.62,123426730,374.05,375.33,368.9,372.16,2926978,34.838,34.93,34.611,34.847,25832398,611.14,613.08,609.3,609.8,2538758,46.759,47.061,46.565,47.013,1369921,68.787,68.948,68.375,68.787,8683572,41.035,41.516,41.025,41.455,5292774
70.738,2014,3,7,70.84,70.881,70.09,70.674,59366890,70.738,88.288,87.591,87.895,271871,87.555,87.843,87.2,87.486,149918,174.33,174.59,173.54,174.52,80788472,374.75,374.99,369.53,372.06,2279987,34.986,35.038,34.428,34.62,29115026,613.2,613.5,605.72,607.4,3030580,47.168,47.252,46.732,47.252,3123179,68.93,68.966,68.289,68.601,8154651,41.623,41.777,41.4,41.609,4267209
71.427,2014,3,10,70.399,71.059,70.397,70.738,47918092,71.427,88.419,87.323,87.581,280268,87.775,88.073,86.953,87.219,201658,174.8,175.04,173.28,173.67,106737058,372.69,372.73,367,370.53,2107820,34.683,34.719,34.455,34.546,20809316,607.84,608.82,602.04,605.78,2430886,47.269,47.314,46.995,47.225,1999802,68.601,68.851,68.385,68.851,8624741,41.661,41.744,41.319,41.628,3713916
71.495,2014,3,11,71.344,71.781,70.96,71.427,75267090,71.495,87.895,86.837,87.866,239954,86.827,87.555,86.56,87.506,254815,172.83,173.79,172.43,173.72,113006242,370.99,372.8,367.28,368.82,2248019,34.593,34.921,34.455,34.729,27608177,606.52,607.16,598.32,600,3430846,47.269,47.341,46.831,46.967,1607359,68.869,68.966,68.414,68.531,9260506,41.735,41.963,41.101,41.446,5485740
70.703,2014,3,12,71.216,71.597,70.884,71.495,53819509,70.703,88.163,86.14,86.465,532319,87.795,87.805,85.898,86.213,242821,174.23,174.37,171.3,171.77,167113721,367.1,371.16,363.61,370.64,2219663,34.518,35.103,34.518,34.958,33386573,597.15,603.92,592.1,603.65,3933854,46.659,47.159,46.61,47.159,1635168,68.385,68.913,68.171,68.761,7720688,41.309,42.288,41.309,42.135,10494268
69.908,2014,3,13,71.608,71.903,70.504,70.703,69087181,69.908,86.722,85.99,86.026,453972,85.878,86.368,85.592,85.601,226097,171.43,172.34,171.09,171.3,165933628,376.62,383.11,368.08,371.51,6829046,35.095,35.123,34.381,34.611,35218521,603.98,605.25,592.38,594.53,4691282,47.351,47.351,45.756,45.995,2371645,68.834,68.896,67.349,67.563,10025313,42.196,42.452,40.758,40.831,10898704
70.183,2014,3,14,70.453,70.735,69.682,69.908,63579800,70.183,87.246,86.416,87.009,356216,86.022,86.885,86.022,86.663,206927,172.15,173.25,172.08,172.84,106036803,372.8,378.57,371.55,373.74,4402220,34.39,34.83,34.263,34.437,29773097,591.06,595.43,586.26,586.4,4603570,45.811,46.358,45.61,45.665,1891191,67.206,67.816,66.556,66.769,11768486,40.793,41.101,40.193,40.211,11071831
70.802,2014,3,17,70.249,70.613,70.062,70.183,53487828,70.802,88.392,87.152,88.297,300211,86.778,88.005,86.748,87.936,356132,173.19,174.3,173,174.07,109750760,375.72,378.85,374.88,375.04,2306821,34.628,35.086,34.518,34.756,22420559,589.62,598.54,589.05,596.05,4333094,45.892,46.431,45.821,46.203,2520489,67.494,69.065,67.476,68.804,15505105,40.419,41.309,40.301,41.083,6498659
70.784,2014,3,18,70.068,70.879,69.976,70.802,56191210,70.784,88.439,87.323,87.857,339238,87.825,88.073,87.037,87.516,179350,174.11,174.33,172.04,173.14,189968382,377.32,379,375,378.77,2483508,34.949,36.445,34.911,36.126,70135506,597.5,605.76,596.53,605.63,3643212,46.377,46.995,46.231,46.896,1919917,68.958,69.458,68.698,69.191,8879078,41.025,41.426,40.894,41.2,4510670
70.442,2014,3,19,70.918,71.446,70.482,70.784,60225016,70.442,88.659,87.561,88.343,243802,87.365,88.426,87.268,88.092,303459,172.77,174.28,172.45,174.15,126392076,378.77,379,369.42,373.23,2645894,35.97,36.126,35.54,35.87,38473101,605.9,606,597.21,599.62,3225558,46.896,47.115,46.659,47.041,2332101,68.984,69.296,68.271,68.619,8740380,41.3,41.754,41.083,41.309,6425337
70.998,2014,3,20,70.617,70.97,70.261,70.442,55860392,70.998,89.002,87.678,87.847,272346,88.714,88.714,87.384,87.478,251584,174.9,176.1,173.33,173.48,175088293,370.64,373,366.22,368.97,2558460,35.851,37.128,35.841,36.838,64887093,599.76,604.8,597.68,598.58,3369950,46.896,48.554,46.678,48.516,4959983,68.591,70.013,68.521,69.77,11489530,41.335,42.623,41.208,42.605,8479050
71.843,2014,3,21,70.874,71.116,70.128,70.998,100370851,71.843,88.363,86.656,87.381,1690770,87.843,88.063,86.53,87.249,164574,174.06,174.29,172,172.77,130312912,371,372.84,358.4,360.62,5417935,37.196,37.397,36.547,36.685,88383295,603.16,604.82,591.22,591.52,6421280,48.654,49.513,48.32,48.535,7572903,70.602,70.602,69.244,69.851,30756241,43.043,43.242,42.187,42.787,23904908
72.612,2014,3,24,71.742,72.016,71.29,71.843,95345170,72.612,88.316,87.172,87.857,666710,87.676,88.224,87.183,87.924,237904,173.65,174.16,172.61,173.59,111466028,360.61,361.5,348.6,351.85,4879628,36.875,37.119,36.409,36.992,50467338,592.1,592.45,572.98,578.96,6078302,48.39,49.021,48.079,48.873,3311856,70.003,70.306,69.065,69.449,12664702,42.469,42.651,41.927,42.264,7591259
71.918,2014,3,25,72.149,72.715,71.895,72.612,75668667,71.918,88.468,86.58,86.58,613878,88.308,88.54,86.723,86.723,180033,174.25,174.53,172.28,172.33,128629667,354.03,358.97,348.84,354.71,4455640,37.138,37.441,36.502,36.845,47286772,583,584.92,573.5,579.36,4826090,49.111,49.53,48.574,48.584,3960930,69.672,70.361,69.672,70.18,9102671,42.506,42.562,41.835,42.37,7280018
71.611,2014,3,26,72.816,73.148,71.797,71.918,80352724,71.611,86.693,85.731,86.083,493901,86.655,86.936,85.983,86.184,324415,172.15,172.68,171.35,171.97,152822104,357.13,357.6,343.4,343.41,4120600,36.982,37.186,36.171,36.345,45961819,581.05,585.78,565.75,565.98,5160046,48.783,48.982,48.089,48.089,2869504,70.54,71.128,69.958,69.958,15899026,42.651,42.879,41.955,42.1,7520660
71.531,2014,3,27,71.933,72.149,71.297,71.611,59515262,71.531,87.181,86.169,86.397,398777,86.59,87.35,86.339,86.646,136013,172.46,173.68,172.36,172.82,109093783,343.15,344,330.88,338.47,5770462,36.3,36.511,35.936,35.954,38721275,565.42,565.97,551.05,557.14,7653360,48.118,48.466,47.753,47.935,1313593,70.057,71.218,69.958,70.621,11611587,42.153,42.303,41.744,41.816,5438840
71.513,2014,3,28,71.723,71.807,71.181,71.531,53761202,71.513,87.618,86.913,87.313,304277,87.262,87.8,87.213,87.5,296022,173.91,174.49,172.85,174.23,107027571,340.05,347,336.08,338.29,3986782,36.345,37.115,36.247,36.814,47592866,559.5,566.6,558.88,560.08,4517836,48.181,48.584,47.971,48.171,1362771,71.022,71.022,69.77,70.825,9571738,41.955,42.708,41.853,42.324,4770816
72.168,2014,3,31,71.847,72.058,71.406,71.513,45120078,72.168,88.507,87.523,88.478,439106,87.676,88.769,87.607,88.759,367470,174.81,175.51,174.22,175.4,95639120,342.4,346.29,334.06,336.36,4294523,36.901,37.908,36.901,37.441,51321718,565.2,567.5,556.42,557.26,3882892,48.345,48.663,48.2,48.446,1899801,71.013,71.119,70.405,70.451,8697476,42.681,43.052,42.526,42.796,5124585
72.29,2014,4,1,71.649,72.196,71.518,72.168,53756949,72.29,88.725,88.095,88.517,364130,88.953,88.962,88.299,88.751,500603,175.62,176.2,175.29,175.98,84467170,338.09,344.43,338,342.99,3602614,37.578,37.991,37.515,37.834,35699214,560.14,568.75,559,567.45,4364680,48.7,49.322,48.516,49.303,2243820,70.95,71.611,70.565,71.557,11853494,42.942,45.166,42.759,43.132,7127165
71.787,2014,4,2,72.266,72.411,71.981,72.29,48236882,71.787,88.821,87.504,87.791,365722,88.703,89.126,87.83,88.079,179960,176.24,176.29,175.21,175.74,83048277,345.99,348.3,340.38,341.96,4471377,37.852,38.053,37.606,37.769,31380707,571.33,572.4,562,567.55,4176714,49.294,49.485,49.002,49.285,2134335,71.247,71.701,71.247,71.593,8295109,43.178,43.531,43.074,43.215,5679344
70.858,2014,4,3,72.133,72.283,71.634,71.787,43575329,70.858,88.478,85.519,85.795,577343,88.54,88.657,85.849,86.012,273400,176.68,176.74,173.4,173.66,181718335,341.82,342.5,328.46,333.62,6398347,37.716,37.716,37.186,37.459,32995919,569.85,587.28,564.13,569.74,5085676,49.376,49.593,49.039,49.21,1758650,71.905,72.631,71.655,71.959,9765412,43.323,43.459,43.105,43.277,2894591
69.746,2014,4,4,71.946,71.946,70.693,70.858,73750958,69.746,85.93,84.491,85.003,529928,85.618,86.32,84.898,85.376,256071,173.2,173.54,171.4,171.74,151064011,335.15,335.44,315.61,323,12532453,37.679,37.808,36.208,36.419,56279242,574.65,577.77,543,543.14,6350869,49.457,49.566,48.145,48.243,2492855,72.443,72.682,70.091,70.155,12593535,43.506,43.558,41.955,42.052,8175105
69.741,2014,4,7,70.385,70.736,69.534,69.746,77608565,69.741,85.864,84.766,85.76,362408,85.465,86.329,85.237,86.223,140669,171.63,172.74,171.05,172.45,120890283,320.99,324.94,313.13,317.76,7067884,36.502,36.785,36.3,36.355,41113602,544.79,549.85,530.53,540.63,3952384,48.291,49.092,48.171,48.426,2447258,69.682,70.806,69.323,69.752,11286222,42.007,42.562,41.763,41.973,8020033
70.658,2014,4,8,69.975,70.099,69.113,69.741,65359845,70.658,87.199,85.893,87.142,329710,86.572,87.617,86.406,87.597,638143,172.93,174.36,172.41,174.31,107512684,321.88,328,318.44,327.07,6584767,36.308,36.472,35.807,36.374,39323514,545,559.88,544.7,557.51,3487557,48.31,49.237,48.31,49.193,2343017,69.421,70.521,69.218,70.475,10162624,42.071,42.562,41.997,42.443,7261853
69.747,2014,4,9,69.619,70.68,69.553,70.658,55224337,69.747,87.303,84.632,84.843,400420,87.597,87.607,85.071,85.227,543261,174.31,174.38,170.43,170.64,185592090,328.49,332.18,322.5,331.8,5058012,36.472,37.04,36.427,36.969,29992256,567.26,567.8,555.38,567.04,3033286,49.376,49.53,48.955,49.505,1554879,70.806,71.413,70.442,71.405,9487872,42.605,42.969,42.254,42.87,5111780
69.231,2014,4,10,70.707,70.915,69.704,69.747,64210843,69.231,84.929,83.526,83.728,510037,84.551,85.426,84.1,84.254,429163,169.73,170.9,168.93,169.11,179429399,330.6,331,316.5,317.11,6131034,36.941,37.167,35.705,35.954,50314842,568,568.21,545.5,546.69,3296494,49.495,49.556,47.844,47.854,2090384,71.557,71.737,69.548,69.744,11554220,42.759,42.914,41.309,41.319,9363575
69.505,2014,4,11,69.192,69.66,68.902,69.231,72865944,69.505,84.873,83.793,84.5,424853,84.745,85.386,84.331,85.002,199691,170.43,170.85,169.05,170.44,142014157,314,316.5,309.5,311.73,7289038,35.626,36.345,35.626,35.814,37584787,537.69,547.59,533.4,537.76,3175047,47.47,48.253,47.47,47.488,2308033,69.262,70.499,69.262,69.691,10397800,40.718,41.507,40.59,40.821,9213895
69.011,2014,4,14,69.521,69.572,68.912,69.505,55141578,69.011,85.149,83.22,84.949,675632,85.158,85.582,83.754,85.416,284623,170.8,171.73,169.11,171.62,168510727,317.42,320.48,311.28,315.91,4293483,35.725,35.998,35.53,35.79,35040009,543.66,553.02,540.52,545.2,2541217,48,48.089,47.461,47.824,1630344,70.109,70.754,69.707,70.7,9145931,41.525,41.525,40.763,41.127,5702632
69.15,2014,4,15,69.319,69.5,68.128,69.011,71395004,69.15,85.854,84.805,85.815,418941,85.964,86.214,85.158,86.194,225130,172.8,173.43,172.03,173.42,112844416,316.65,318.28,305.5,316.08,5398783,35.899,36.502,35.667,36.308,37188148,551,552.89,530.64,548.7,3999390,47.935,48.584,47.618,48.484,2501656,70.565,71.405,70.129,71.013,9834646,41.18,41.735,40.87,41.573,7169381
69.942,2014,4,16,69.023,69.429,68.503,69.15,57571857,69.942,86.101,84.893,85.721,498283,85.695,86.369,85.274,86.052,119007,173.18,174.13,172.89,173.66,112940466,321.2,324,314.71,323.68,4285055,36.59,36.921,36.453,36.901,33517433,557.7,564,553.1,563.9,4583800,48.456,48.456,46.799,47.541,3345399,71.457,71.719,70.95,71.629,8156845,41.464,41.498,40.419,41.025,9816270
70.773,2014,4,17,69.304,70.318,69.176,69.942,76225876,70.773,86.256,85.491,86.083,353848,86.184,86.532,85.79,86.397,209525,173.7,174.32,173.49,174.26,73261141,319.76,328.66,319.76,324.91,4299281,36.547,36.708,36.091,36.547,40165535,556.32,557,539.4,543.34,5615081,47.488,48.494,47.47,48.181,2250768,71.593,72.663,71.504,72.647,11827581,41.155,41.799,40.909,41.591,7209416
70.842,2014,4,21,69.995,70.902,69.813,70.773,48937241,70.842,86.818,86.036,86.637,211634,86.532,86.995,86.32,86.839,223550,174.43,175.55,174.34,175.05,92056905,323.9,331.15,322.31,330.87,2999670,36.638,36.678,36.345,36.482,24327888,543.99,544,534,539.37,2425068,48.38,48.484,47.916,48.227,863065,72.532,72.952,71.968,72.298,6675880,41.907,41.963,41.455,41.844,3282599
69.917,2014,4,22,70.393,70.859,70.151,70.842,54306219,69.917,86.56,85.795,85.854,269917,86.685,86.685,85.935,85.935,285740,174.98,175.08,174.49,174.64,79246211,332,337.5,328.94,329.32,3711853,36.502,36.668,36.384,36.53,29620957,536,547.99,536,545.5,2331111,48.19,48.7,47.943,48.593,1221041,72.387,72.663,71.985,72.014,9065620,41.636,42.39,41.328,42.281,5489200
75.648,2014,4,23,70.494,70.767,69.876,69.917,105031141,75.648,87.228,85.767,86.495,247282,87.462,87.558,86.148,86.809,615107,175.52,175.54,174.15,175,94625357,333.01,333.13,323.39,324.58,3601053,36.521,36.53,36.053,36.255,26920873,544.14,544.8,528.13,537.51,1958526,48.574,48.837,48.4,48.584,1049235,72.36,72.36,71.611,72.101,15186266,42.332,42.651,42.126,42.162,6464082
