Future Close (AAPL),Year,Month,Day,Open (AAPL),High (AAPL),Low (AAPL),Close (AAPL),Volume (AAPL)
31.464,2010,04,13,31.02,31.095,30.877,31.046,85021830
31.876,2010,04,14,31.396,31.479,31.257,31.464,112521787
31.681,2010,04,15,31.498,31.891,31.439,31.876,104752497
31.64,2010,04,16,31.886,32.159,31.318,31.681,209178636
31.324,2010,04,19,31.573,31.746,30.96,31.64,157948326
33.196,2010,04,20,31.916,31.917,31.114,31.324,200685233
34.126,2010,04,21,33.073,33.329,32.748,33.196,273412455
34.682,2010,04,22,33.064,34.16,32.81,34.126,220735303
34.514,2010,04,23,34.194,34.856,34.192,34.682,221913211
33.557,2010,04,26,34.829,34.892,34.345,34.514,0
33.502,2010,04,27,34.192,34.302,33.362,33.557,197418134
34.401,2010,04,28,33.679,33.808,32.837,33.502,211280491
33.437,2010,04,29,33.687,34.578,33.553,34.401,155654752
34.109,2010,04,30,34.543,34.648,33.425,33.437,151080134
33.126,2010,05,03,33.861,34.306,33.665,34.109,126452987
32.783,2010,05,04,33.611,33.716,32.879,33.126,201559659
31.537,2010,05,05,32.385,33.059,31.853,32.783,245853211
30.206,2010,05,06,32.526,33.072,25.516,31.537,356678860
32.525,2010,05,07,31.247,31.576,28.84,30.206,467412793
32.853,2010,05,10,32.164,32.611,31.829,32.525,273913801
33.564,2010,05,11,32.272,33.281,32.081,32.853,236583753
33.085,2010,05,12,33.249,33.698,33.129,33.564,182270065
32.503,2010,05,13,33.712,33.938,32.836,33.085,167009626
32.555,2010,05,14,32.685,32.847,31.951,32.503,211277784
32.318,2010,05,17,32.549,32.807,31.723,32.555,212416438
31.804,2010,05,18,32.918,33.111,32.05,32.318,217450772
30.448,2010,05,19,31.948,32.39,31.356,31.804,285695555
31.032,2010,05,20,30.914,31.228,30.248,30.448,356516332
31.599,2010,05,21,29.665,31.311,29.626,31.032,341125358
31.402,2010,05,24,31.664,32.129,31.539,31.599,210033965
31.263,2010,05,25,30.722,31.599,30.373,31.402,291611812
32.444,2010,05,26,32.042,32.289,31.214,31.263,236801306
32.896,2010,05,27,32.107,32.512,31.901,32.444,184445735
33.402,2010,05,28,33.19,33.22,32.444,32.896,227189876
33.803,2010,06,01,33.257,34.058,33.164,33.402,243767892
33.697,2010,06,02,33.903,33.91,33.34,33.803,191547624
32.779,2010,06,03,33.962,34.007,33.349,33.697,181103236
32.133,2010,06,04,33.1,33.539,32.609,32.779,210950520
31.927,2010,06,07,33.087,33.187,32.086,32.133,246864784
31.144,2010,06,08,32.449,32.502,31.458,31.927,278816796
32.083,2010,06,09,32.216,32.26,31.054,31.144,237748884
32.466,2010,06,10,31.35,32.139,31.016,32.083,215879053
32.562,2010,06,11,31.782,32.509,31.677,32.466,151893082
33.256,2010,06,14,32.795,33.187,32.528,32.562,167863475
34.223,2010,06,15,32.731,33.276,32.719,33.256,162738889
34.816,2010,06,16,33.425,34.29,33.377,34.223,218210272
35.098,2010,06,17,34.666,34.95,34.514,34.816,243048874
34.6,2010,06,18,34.863,35.218,34.76,35.098,218587226
35.069,2010,06,21,35.569,35.73,34.413,34.6,215547246
34.7,2010,06,22,34.863,35.341,34.769,35.069,199562574
34.447,2010,06,23,35.161,35.174,34.309,34.7,214053876
34.155,2010,06,24,34.7,34.986,34.335,34.447,199112595
34.36,2010,06,25,34.581,34.612,34.039,34.155,152492625
32.806,2010,06,28,34.191,34.545,33.874,34.36,163083315
32.212,2010,06,29,33.856,33.856,32.565,32.806,315472195
31.823,2010,06,30,32.877,33.036,32.02,32.212,205878957
31.623,2010,07,01,32.542,32.629,31.147,31.823,285057573
31.842,2010,07,02,32.103,32.132,31.144,31.623,193495389
33.125,2010,07,06,31.623,32.375,31.527,31.842,171357527
33.052,2010,07,07,32.095,33.139,31.984,33.125,182036901
33.247,2010,07,08,33.626,33.668,32.641,33.052,205559578
32.95,2010,07,09,32.899,33.282,32.678,33.247,120771554
32.248,2010,07,12,33.108,33.532,32.637,32.95,156720330
32.365,2010,07,13,32.811,32.836,31.559,32.248,331165575
32.2,2010,07,14,31.91,32.756,31.887,32.365,226423690
32.004,2010,07,15,31.795,32.909,31.667,32.2,228822034
31.449,2010,07,16,32.407,32.653,31.813,32.004,289535967
32.26,2010,07,19,31.982,32.001,30.683,31.449,285432579
32.556,2010,07,20,31.052,32.388,30.737,32.26,295145985
33.171,2010,07,21,33.936,33.955,32.526,32.556,330180600
33.288,2010,07,22,33.004,33.295,32.695,33.171,179777113
33.204,2010,07,23,32.939,33.347,32.82,33.288,148640952
33.82,2010,07,26,33.293,33.309,33.003,33.204,116242953
33.419,2010,07,27,33.382,33.91,33.336,33.82,161964837
33.055,2010,07,28,33.768,34.065,33.329,33.419,144771462
32.944,2010,07,29,33.387,33.634,32.797,33.055,179422840
33.532,2010,07,30,32.75,33.257,32.643,32.944,124974375
33.544,2010,08,02,33.352,33.627,33.247,33.532,118919147
33.677,2010,08,03,33.532,33.712,33.223,33.544,116136901
33.513,2010,08,04,33.649,33.843,33.337,33.677,117191873
33.307,2010,08,05,33.485,33.703,33.366,33.513,80608260
33.52,2010,08,06,33.257,33.486,32.991,33.307,123996524
33.221,2010,08,09,33.486,33.572,33.242,33.52,84312659
32.04,2010,08,10,33.276,33.353,32.984,33.221,125925550
32.246,2010,08,11,32.676,32.742,31.992,32.04,172348213
31.9,2010,08,12,31.579,32.412,31.521,32.246,148982213
31.714,2010,08,13,32.146,32.259,31.898,31.9,98812016
32.267,2010,08,16,31.725,32.02,31.582,31.714,88596378
32.408,2010,08,17,32.03,32.609,31.911,32.267,117743597
32.001,2010,08,18,32.342,32.614,32.219,32.408,94319941
31.969,2010,08,19,32.372,32.461,31.847,32.001,118845562
31.478,2010,08,20,31.933,32.516,31.887,31.969,106898327
30.726,2010,08,23,32.241,32.272,31.406,31.478,115245205
31.106,2010,08,24,31.12,31.12,30.564,30.726,167541735
30.772,2010,08,25,30.726,31.246,30.379,31.106,166163230
30.943,2010,08,26,31.435,31.471,30.772,30.772,129747353
31.056,2010,08,27,30.932,31.07,30.168,30.943,152871506
31.132,2010,08,30,30.83,31.471,30.821,31.056,106719439
32.059,2010,08,31,30.963,31.32,30.78,31.132,117131468
32.293,2010,09,01,31.696,32.202,31.541,32.059,194067146
33.139,2010,09,02,32.192,32.293,31.833,32.293,115606232
33.016,2010,09,03,32.647,33.141,32.591,33.139,145073927
33.67,2010,09,07,32.852,33.237,32.817,33.016,95518506
33.689,2010,09,08,33.263,33.856,33.181,33.67,146586649
33.732,2010,09,09,33.951,34.132,33.67,33.689,122041288
34.198,2010,09,10,33.706,33.872,33.475,33.732,108042462
34.329,2010,09,13,34.059,34.357,34.034,34.198,108258155
34.605,2010,09,14,34.086,34.47,34.004,34.329,113033814
35.419,2010,09,15,34.32,34.626,34.302,34.605,119158388
35.263,2010,09,16,34.612,35.43,34.514,35.419,181311801
36.272,2010,09,17,35.54,35.595,35.048,35.263,176792499
36.341,2010,09,20,35.359,36.341,35.326,36.272,183634089
36.85,2010,09,21,36.346,36.799,36.214,36.341,185863595
37,2010,09,22,36.23,36.878,36.164,36.85,163074523
37.434,2010,09,23,36.688,37.492,36.625,37,218880803
37.286,2010,09,24,37.394,37.591,37.207,37.434,180700270
36.736,2010,09,27,37.649,37.742,37.268,37.286,134559719
36.802,2010,09,28,37.356,37.366,35.218,36.736,288423047
36.338,2010,09,29,36.775,37.114,36.625,36.802,130794640
36.18,2010,09,30,37.009,37.138,36.017,36.338,187626938
35.685,2010,10,01,36.667,36.7,36.03,36.18,124958134
37.003,2010,10,04,36.074,36.23,35.572,35.685,121198179
37.035,2010,10,05,36.158,37.067,36.092,37.003,139347081
37.039,2010,10,06,37.1,37.393,36.532,37.035,186552224
37.661,2010,10,07,37.181,37.199,36.742,37.039,113648160
37.825,2010,10,08,37.363,37.713,37.138,37.661,183161680
38.231,2010,10,11,37.751,38.064,37.727,37.825,119007634
38.437,2010,10,12,37.83,38.355,37.456,38.231,155312748
38.716,2010,10,13,38.424,38.668,38.394,38.437,173411240
40.306,2010,10,14,38.62,38.736,38.469,38.716,120875146
40.725,2010,10,15,39.371,40.339,39.048,40.306,255794739
39.635,2010,10,18,40.786,40.852,40.247,40.725,300733323
39.767,2010,10,19,38.865,40.182,38.422,39.635,342566876
39.639,2010,10,20,39.572,40.242,39.299,39.767,200182777
39.375,2010,10,21,39.995,40.306,39.289,39.639,152647556
39.551,2010,10,22,39.573,39.703,39.224,39.375,103181882
39.45,2010,10,25,39.587,39.906,39.499,39.551,107334999
39.421,2010,10,26,39.299,39.667,39.142,39.45,108427835
39.09,2010,10,27,39.381,39.688,39.135,39.421,109484950
38.544,2010,10,28,39.438,39.444,38.533,39.09,152982625
38.953,2010,10,29,38.974,39.172,38.529,38.544,118831596
39.617,2010,11,01,38.754,39.135,38.7,38.953,117788345
40.058,2010,11,02,39.346,39.721,39.315,39.617,120415588
40.758,2010,11,03,39.89,40.068,39.509,40.058,141618450
40.611,2010,11,04,40.353,41.003,40.344,40.758,178707730
40.802,2010,11,05,40.724,40.926,40.563,40.611,100569152
40.477,2010,11,08,40.612,40.95,40.565,40.802,78085593
40.729,2010,11,09,41.109,41.146,40.275,40.477,106621694
40.551,2010,11,10,40.556,40.821,40.154,40.729,106340742
39.447,2010,11,11,40.341,40.773,40.242,40.551,100625257
39.319,2010,11,12,40.403,40.533,38.884,39.447,221703816
38.622,2010,11,15,39.504,39.769,39.22,39.319,112241660
38.483,2010,11,16,39.128,39.392,38.331,38.622,183202560
39.498,2010,11,17,38.557,38.932,38.131,38.483,133480982
39.28,2010,11,18,39.119,39.657,39.018,39.498,137362764
40.131,2010,11,19,39.444,39.494,39.09,39.28,107226342
39.537,2010,11,22,39.276,40.131,39.171,40.131,109211046
40.314,2010,11,23,39.763,39.922,39.259,39.537,144353615
40.339,2010,11,24,39.954,40.391,39.922,40.314,115360838
40.577,2010,11,26,40.154,40.687,40.075,40.339,66303040
39.848,2010,11,29,40.497,40.658,39.875,40.577,123294325
40.519,2010,11,30,40.153,40.257,39.81,39.848,139645622
40.743,2010,12,01,40.425,40.694,40.339,40.519,128119713
40.653,2010,12,02,40.66,40.852,40.326,40.743,129074477
40.998,2010,12,03,40.586,40.806,40.511,40.653,95387655
40.752,2010,12,06,40.792,41.279,40.776,40.998,124021004
41.111,2010,12,07,41.477,41.49,40.739,40.752,108707858
40.948,2010,12,08,40.95,41.112,40.608,41.111,89431362
41.05,2010,12,09,41.293,41.3,40.854,40.948,81864668
41.193,2010,12,10,40.935,41.117,40.799,41.05,73169401
41.017,2010,12,13,41.537,41.626,41.109,41.193,122382295
41.026,2010,12,14,41.235,41.304,40.852,41.017,97867364
41.139,2010,12,15,40.994,41.364,40.876,41.026,115789234
41.057,2010,12,16,41.12,41.312,40.994,41.139,89597178
41.263,2010,12,17,41.156,41.21,41.01,41.057,107757003
41.517,2010,12,20,41.159,41.395,40.754,41.263,107103042
41.641,2010,12,21,41.376,41.541,41.241,41.517,71347019
41.442,2010,12,22,41.537,41.713,41.435,41.641,74128316
41.581,2010,12,23,41.619,41.639,41.385,41.442,62194516
41.68,2010,12,27,41.389,41.676,41.174,41.581,69518402
41.657,2010,12,28,41.739,41.833,41.626,41.68,48970020
41.45,2010,12,29,41.765,41.807,41.632,41.657,45487326
41.307,2010,12,30,41.67,41.686,41.37,41.45,43900753
42.204,2010,12,31,41.364,41.425,41.148,41.307,53933874
42.426,2011,01,03,41.6,42.293,41.6,42.204,123930383
42.772,2011,01,04,42.579,42.579,42.023,42.426,86135637
42.739,2011,01,05,42.26,42.817,42.196,42.772,70669988
43.045,2011,01,06,42.902,42.932,42.632,42.739,83619699
43.855,2011,01,07,42.787,43.073,42.503,43.045,86506108
43.752,2011,01,10,43.393,43.956,43.179,43.855,124888228
44.108,2011,01,11,44.176,44.178,43.473,43.752,123434986
44.267,2011,01,12,43.98,44.109,43.795,44.108,84228710
44.627,2011,01,13,44.202,44.389,44.032,44.267,82692975
43.624,2011,01,14,44.31,44.627,44.11,44.627,85758149
43.394,2011,01,18,41.882,44.152,41.748,43.624,519250098
42.605,2011,01,19,44.641,44.644,43.14,43.394,315973540
41.84,2011,01,20,43.053,43.321,42.275,42.605,213000203
43.216,2011,01,21,42.772,42.887,41.829,41.84,210098152
43.722,2011,01,24,41.884,43.216,41.84,43.216,159818476
44.032,2011,01,25,43.055,43.728,42.845,43.722,151729717
43.953,2011,01,26,43.912,44.257,43.735,44.032,141187316
43.042,2011,01,27,44.039,44.143,43.903,43.953,79363530
43.455,2011,01,28,44.095,44.105,42.712,43.042,164845124
44.187,2011,01,31,43.019,43.544,42.811,43.455,105100636
44.093,2011,02,01,43.74,44.263,43.666,44.187,118639079
43.982,2011,02,02,44.112,44.212,43.994,44.093,72126671
44.373,2011,02,03,44.017,44.084,43.354,43.982,109654099
45.062,2011,02,04,44.003,44.398,43.991,44.373,89631241
45.487,2011,02,07,44.566,45.237,44.521,45.062,135033597
45.867,2011,02,08,45.273,45.528,45.096,45.487,105968656
45.402,2011,02,09,45.486,45.974,45.446,45.867,134431388
45.7,2011,02,10,45.822,46.103,44.566,45.402,258619915
45.997,2011,02,11,45.443,45.819,45.276,45.7,102387624
46.09,2011,02,14,45.694,46.038,45.681,45.997,86453965
46.502,2011,02,15,46.001,46.1,45.788,46.09,78920774
45.884,2011,02,16,46.193,46.729,46.167,46.502,132504931
44.893,2011,02,17,45.725,46.138,45.656,45.884,147628447
43.363,2011,02,18,45.884,46.039,44.76,44.893,226822552
43.877,2011,02,22,43.78,44.231,43.251,43.363,242751565
43.91,2011,02,23,43.367,44.136,43.363,43.877,187108091
44.586,2011,02,24,44.053,44.2,43.331,43.91,139227855
45.232,2011,02,25,44.223,44.622,44.157,44.586,105730163
44.734,2011,02,28,44.971,45.469,44.965,45.232,112123406
45.093,2011,03,01,45.497,45.553,44.525,44.734,126873419
46.046,2011,03,02,44.815,45.38,44.618,45.093,167793742
46.103,2011,03,03,45.774,46.074,45.578,46.046,139053578
45.509,2011,03,04,46.046,46.14,45.813,46.103,126243026
45.559,2011,03,07,46.307,46.315,44.99,45.509,152071247
45.139,2011,03,08,45.436,45.769,45.11,45.559,99239925
44.394,2011,03,09,45.422,45.431,44.898,45.139,126365146
45.078,2011,03,10,44.691,44.793,44.169,44.394,141426489
45.278,2011,03,11,44.185,45.118,44.184,45.078,131125594
44.235,2011,03,14,45.19,45.651,44.99,45.278,121587212
42.261,2011,03,15,43.775,44.547,43.552,44.235,200879074
42.854,2011,03,16,43.776,43.927,41.783,42.261,321588398
42.346,2011,03,17,43.148,43.492,42.346,42.854,183661658
43.452,2011,03,18,43.142,43.308,42.26,42.346,209933174
43.696,2011,03,21,43.046,43.509,42.934,43.452,115188315
43.436,2011,03,22,43.871,43.877,43.432,43.696,90914326
44.179,2011,03,23,43.445,43.567,43.023,43.436,103974616
45.019,2011,03,24,43.778,44.31,43.397,44.179,112801888
44.877,2011,03,25,44.569,45.085,44.437,45.019,125144508
44.945,2011,03,28,45.236,45.375,44.877,44.877,86105688
44.646,2011,03,29,44.503,44.945,44.319,44.945,98204189
44.631,2011,03,30,44.913,44.933,44.494,44.646,91654832
44.126,2011,03,31,44.363,44.796,44.319,44.631,76361672
43.695,2011,04,01,44.962,45.026,43.965,44.126,116578655
43.401,2011,04,04,44.126,44.13,43.333,43.695,128013527
43.291,2011,04,05,43.096,43.829,43.03,43.401,134597626
43.294,2011,04,06,43.725,44.039,43.174,43.291,112097187
42.908,2011,04,07,43.293,43.596,43.033,43.294,104047515
42.364,2011,04,08,43.538,43.559,42.765,42.908,105087992
42.568,2011,04,11,42.842,42.985,42.262,42.364,111197871
43.046,2011,04,12,42.349,42.739,42.285,42.568,118560905
42.57,2011,04,13,42.882,43.048,42.582,43.046,96488049
41.936,2011,04,14,42.855,43.03,42.523,42.57,84067872
42.498,2011,04,15,42.724,42.727,41.85,41.936,126431215
43.267,2011,04,18,41.758,42.545,41,42.498,170639622
43.849,2011,04,19,42.677,43.283,42.478,43.267,116689014
44.911,2011,04,20,44.019,44.277,43.735,43.849,188630738
45.208,2011,04,21,45.381,45.479,44.633,44.911,210011452
44.875,2011,04,25,44.887,45.302,44.861,45.208,74101997
44.842,2011,04,26,45.281,45.46,44.737,44.875,94120468
44.405,2011,04,27,45.114,45.122,44.449,44.842,99046966
44.84,2011,04,28,44.336,44.79,44.247,44.405,100571683
44.347,2011,04,29,44.44,45.327,44.394,44.84,280139206
44.59,2011,05,02,44.785,44.882,44.244,44.347,123151513
44.766,2011,05,03,44.555,44.808,44.258,44.59,87368985
44.405,2011,05,04,44.603,45.055,44.423,44.766,108922776
44.392,2011,05,05,44.609,44.943,44.317,44.405,93538461
44.515,2011,05,06,44.802,44.821,44.338,44.392,78084356
44.752,2011,05,09,44.55,44.72,44.376,44.515,57064697
44.466,2011,05,10,44.67,44.784,44.392,44.752,79495683
44.382,2011,05,11,44.713,44.821,44.21,44.466,93163889
43.605,2011,05,12,44.369,44.452,43.83,44.382,89190397
42.682,2011,05,13,44.282,44.343,43.586,43.605,90877142
43.048,2011,05,16,43.438,43.699,42.593,42.682,125320086
43.524,2011,05,17,42.516,43.048,42.354,43.048,126105977
43.609,2011,05,18,43.093,43.676,43.03,43.524,93163074
42.928,2011,05,19,43.801,43.849,43.37,43.609,72674966
42.824,2011,05,20,43.51,43.663,42.904,42.928,94239446
42.541,2011,05,23,42.266,43.027,42.186,42.824,106580666
43.127,2011,05,24,42.961,43.016,42.433,42.541,89743004
42.902,2011,05,25,42.682,43.356,42.626,43.127,81937417
43.21,2011,05,26,43.001,43.141,42.83,42.902,62051609
44.545,2011,05,27,42.875,43.238,42.813,43.21,56764443
44.246,2011,05,31,43.708,44.545,43.668,44.545,116196483
44.325,2011,06,01,44.708,45.094,44.137,44.246,154338759
43.982,2011,06,02,44.379,44.563,44.092,44.325,94459350
43.291,2011,06,03,43.947,44.223,43.797,43.982,87320278
42.521,2011,06,06,44.27,44.442,43.262,43.291,128587248
42.546,2011,06,07,43.303,43.309,42.503,42.521,147655387
42.452,2011,06,08,42.516,42.875,42.345,42.546,92985601
41.735,2011,06,09,42.68,42.73,42.356,42.452,76679412
41.827,2011,06,10,42.337,42.472,41.686,41.735,120988800
42.573,2011,06,13,41.901,42.043,41.628,41.827,91873734
41.843,2011,06,14,42.266,42.677,42.172,42.573,93150072
41.641,2011,06,15,42.182,42.298,41.605,41.843,110395909
41.013,2011,06,16,41.849,42.091,40.764,41.641,141495642
40.381,2011,06,17,42.143,42.164,40.899,41.013,171474094
41.658,2011,06,20,40.634,40.687,39.763,40.381,178379402
41.312,2011,06,21,40.536,41.721,40.366,41.658,137379006
42.418,2011,06,22,41.621,42.12,41.286,41.312,108730070
41.793,2011,06,23,40.844,42.476,40.739,42.418,155729276
42.521,2011,06,24,42.453,42.665,41.631,41.793,122605730
42.934,2011,06,27,41.956,42.758,41.908,42.521,94613258
42.776,2011,06,28,42.72,43.115,42.701,42.934,81863228
42.985,2011,06,29,43.052,43.076,42.501,42.776,98306133
43.96,2011,06,30,42.827,43.046,42.624,42.985,90013064
44.749,2011,07,01,43.021,43.989,42.798,43.96,122640579
45.046,2011,07,05,43.922,44.799,43.862,44.749,98925488
45.744,2011,07,06,44.692,45.346,44.399,45.046,123826128
46.064,2011,07,07,45.437,45.845,45.334,45.744,111209088
45.334,2011,07,08,45.273,46.103,45.102,46.064,136477568
45.302,2011,07,11,45.651,46.071,45.184,45.334,123360936
45.848,2011,07,12,45.271,45.806,44.646,45.302,125760005
45.815,2011,07,13,45.889,46.103,45.639,45.848,108946852
46.73,2011,07,14,46.218,46.308,45.634,45.815,119636953
47.868,2011,07,15,46.229,46.742,45.996,46.73,134729826
48.259,2011,07,18,46.798,47.98,46.779,47.868,159233208
49.548,2011,07,19,48.397,48.491,47.808,48.259,223877469
49.598,2011,07,20,50.72,50.747,49.433,49.548,262089246
50.367,2011,07,21,49.563,49.951,49.164,49.598,146676261
51.034,2011,07,22,49.729,50.59,49.657,50.367,143511789
51.659,2011,07,25,49.967,51.224,49.895,51.034,164189669
50.276,2011,07,26,51.224,51.803,51.182,51.659,132729065
50.176,2011,07,27,51.266,51.566,50.219,50.276,183392773
50.006,2011,07,28,50.152,50.84,49.703,50.176,165501080
50.808,2011,07,29,49.627,50.605,49.174,50.006,176122513
49.805,2011,08,01,50.968,51.161,50.249,50.808,170311809
50.273,2011,08,02,50.947,50.954,49.732,49.805,178043558
48.328,2011,08,03,50.083,50.397,48.951,50.273,204282731
47.846,2011,08,04,49.845,50.114,48.325,48.328,241636354
45.232,2011,08,05,48.651,49.111,46.432,47.846,335646044
47.897,2011,08,08,46.28,47.096,45.209,45.232,318020359
46.575,2011,08,09,46.33,47.974,45.462,47.897,301440424
47.855,2011,08,10,47.512,47.98,46.422,46.575,244802300
48.278,2011,08,11,47.452,48.081,46.706,47.855,206716645
49.1,2011,08,12,48.459,48.614,47.924,48.278,147400799
48.725,2011,08,15,48.62,49.301,48.418,49.1,128218830
48.719,2011,08,16,48.854,49.096,48.16,48.725,139019116
46.877,2011,08,17,48.967,49.241,48.407,48.719,122825663
45.592,2011,08,18,47.472,47.722,46.279,46.877,237102519
45.645,2011,08,19,46.323,46.999,45.588,45.592,216219314
47.844,2011,08,22,46.697,46.726,45.475,45.645,149071936
48.176,2011,08,23,46.141,47.849,45.718,47.844,182939544
47.858,2011,08,24,47.826,48.532,47.459,48.176,163242890
49.123,2011,08,25,46.743,48.081,46.742,47.858,242767964
49.939,2011,08,26,47.534,49.15,47.485,49.123,178673726
49.941,2011,08,29,49.709,50.135,49.687,49.939,112854433
49.282,2011,08,30,49.72,50.179,49.459,49.941,116360732
48.795,2011,08,31,50.07,50.211,48.902,49.282,145657843
47.901,2011,09,01,49.42,49.604,48.758,48.795,95695032
48.628,2011,09,02,48.017,48.407,47.617,47.901,122378780
49.168,2011,09,06,47.01,48.706,46.93,48.628,141829851
49.193,2011,09,07,49.356,49.378,48.919,49.168,97469791
48.341,2011,09,08,48.973,49.766,48.961,49.193,115834547
48.656,2011,09,09,49.191,49.433,48.025,48.341,157483238
49.254,2011,09,12,47.831,48.778,47.626,48.656,130245831
49.856,2011,09,13,48.938,49.459,48.695,49.254,122789824
50.322,2011,09,14,49.563,50.226,49.4,49.856,148981888
51.288,2011,09,15,50.145,50.413,49.931,50.322,115696168
52.714,2011,09,16,50.714,51.288,50.588,51.288,194047962
52.947,2011,09,19,50.828,52.918,50.611,52.714,229042385
52.779,2011,09,20,53.191,54.15,52.658,52.947,215933121
51.456,2011,09,21,53.75,53.988,52.762,52.779,168477126
51.776,2011,09,22,51.353,52.483,50.801,51.456,269774087
51.631,2011,09,23,51.257,52.088,51.206,51.776,152263430
51.129,2011,09,26,51.237,51.735,50.112,51.631,226515830
50.843,2011,09,27,52.373,52.409,50.974,51.129,176027843
50.017,2011,09,28,51.284,51.703,50.776,50.843,119722770
48.831,2011,09,29,51.478,51.508,49.459,50.017,181445267
47.973,2011,09,30,49.576,49.802,48.815,48.831,152700185
47.704,2011,10,03,48.709,49.004,47.789,47.973,186284083
48.44,2011,10,04,48.011,48.894,45.364,47.704,343735715
48.328,2011,10,05,47.108,48.64,46.141,48.44,219177331
47.356,2011,10,06,47.774,49.275,47.615,48.328,226333493
49.793,2011,10,07,48.121,48.375,47.189,47.356,149312946
51.262,2011,10,10,48.559,49.793,48.434,49.793,122947396
51.505,2011,10,11,50.274,51.633,50.135,51.262,168665435
52.304,2011,10,12,52.174,52.409,51.243,51.505,173321900
54.043,2011,10,13,51.87,52.304,51.591,52.304,118153365
53.786,2011,10,14,53.402,54.043,53.181,54.043,159450387
54.075,2011,10,17,53.968,54.645,53.264,53.786,190991217
51.05,2011,10,18,53.988,54.402,53.27,54.075,240888318
50.623,2011,10,19,51.411,52.302,50.943,51.05,307564028
50.311,2011,10,20,51.224,51.27,50.487,50.623,153130629
51.964,2011,10,21,51.008,51.114,50.04,50.311,172906566
50.939,2011,10,24,50.723,52.059,50.635,51.964,139963135
51.301,2011,10,25,51.873,52.065,50.889,50.939,119901221
51.826,2011,10,26,51.478,51.553,50.347,51.301,127051612
51.858,2011,10,27,52.229,52.378,51.465,51.826,137831561
51.838,2011,10,28,51.608,52.04,51.547,51.858,89898816
50.776,2011,10,31,51.494,52.418,51.359,51.838,107509269
50.893,2011,11,01,50.905,51.161,50.357,50.776,148177380
51.618,2011,11,02,51.245,51.28,50.599,50.893,91325063
51.256,2011,11,03,51.131,51.658,50.629,51.618,123096729
51.189,2011,11,04,51.528,51.663,51.116,51.256,84118437
52.023,2011,11,07,51.214,51.224,50.728,51.189,75203074
50.621,2011,11,08,51.508,52.248,51.423,52.023,111450134
49.334,2011,11,09,50.842,51.339,50.489,50.621,155503300
49.254,2011,11,10,50.856,50.869,48.939,49.334,207622351
48.57,2011,11,11,49.529,49.777,48.697,49.254,182195095
49.796,2011,11,14,49.187,49.337,48.432,48.57,120687460
49.274,2011,11,15,48.768,49.88,48.592,49.796,120066631
48.333,2011,11,16,49.873,50.092,49.217,49.274,97180914
48.017,2011,11,17,49.167,49.249,48.086,48.333,133785074
47.258,2011,11,18,48.524,48.663,48.009,48.017,103705732
48.217,2011,11,21,47.413,47.597,46.86,47.258,124808869
46.998,2011,11,22,47.547,48.398,47.503,48.217,114021111
46.56,2011,11,23,47.985,48.131,46.984,46.998,119387777
48.168,2011,11,25,47.151,47.532,46.528,46.56,71048015
47.794,2011,11,28,47.685,48.244,47.426,48.168,96542787
48.945,2011,11,29,48.101,48.515,47.409,47.794,104755245
49.678,2011,11,30,48.793,48.957,48.445,48.945,113089269
49.905,2011,12,01,48.977,49.817,48.762,49.678,106954755
50.328,2011,12,02,49.973,50.409,49.763,49.905,105667860
50.065,2011,12,05,50.39,50.763,49.994,50.328,99583616
49.828,2011,12,06,50.27,50.535,49.864,50.065,79031632
50.028,2011,12,07,49.905,50.064,49.53,49.828,84948476
50.407,2011,12,08,50.133,50.649,49.973,50.028,104844659
50.179,2011,12,09,50.291,50.463,50.077,50.407,82753983
49.793,2011,12,12,50.158,50.446,49.874,50.179,83412983
48.689,2011,12,13,50.309,50.635,49.573,49.793,94404265
48.53,2011,12,14,49.522,49.608,48.366,48.689,113224348
48.793,2011,12,15,49.09,49.143,48.447,48.53,71442867
48.947,2011,12,16,48.712,49.194,48.607,48.793,117455858
50.707,2011,12,19,48.98,49.285,48.725,48.947,65393948
50.767,2011,12,20,49.624,50.725,49.594,50.707,93898733
51.041,2011,12,21,50.778,50.88,50.202,50.767,73046809
51.649,2011,12,22,50.842,51.113,50.725,51.041,56284285
52.062,2011,12,23,51.184,51.683,51.161,51.649,75114441
51.566,2011,12,27,51.63,52.39,51.612,52.062,73888680
51.88,2011,12,28,52.108,52.282,51.397,51.566,63708896
51.865,2011,12,29,51.64,51.948,51.289,51.88,59990650
52.663,2011,12,30,51.671,52.028,51.67,51.865,50136156
52.946,2012,01,03,52.488,52.827,52.378,52.663,84271282
53.534,2012,01,04,52.516,53.105,52.414,52.946,72548556
54.094,2012,01,05,53.14,53.599,52.849,53.534,75572081
54.008,2012,01,06,53.757,54.138,53.687,54.094,88773291
54.2,2012,01,09,54.491,54.778,53.959,54.008,109831110
54.113,2012,01,10,54.541,54.553,53.978,54.2,72006166
53.963,2012,01,11,54.124,54.148,53.696,54.113,59991538
53.763,2012,01,12,54.08,54.154,53.624,53.963,59288947
54.386,2012,01,13,53.749,53.843,53.613,53.763,63044768
54.951,2012,01,17,54.323,54.551,54.163,54.386,67711941
54.778,2012,01,18,54.676,54.999,54.593,54.951,77112610
53.824,2012,01,19,55.09,55.24,54.62,54.778,72924928
54.734,2012,01,20,54.744,54.746,53.754,53.824,115317280
